,lemma,0,1,?,-,ajaperiood,asutus,ese,geo_lok,jook_toit,isikunimi,org_ür_fir,piirkond,riide_ese,peal_seista,sisse_minna,suund,taim
327,osoonikiht,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
328,iluviga,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,sagin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
330,f,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Mexico,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
332,egiptus,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
333,vöörikamorka,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334,mujalt-Eesti,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,formeeritav,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336,peterburi,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
337,võistluskeskus,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,papi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,põhja-osa,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
340,tugitool,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
341,Marlboro,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
342,jätkumine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,peotantsuring,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
344,raviseanss,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,kanuumatk,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
346,vitt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,Pallas,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
348,EADS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
349,Frasureig,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
350,territoorumi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
351,hommikukohv,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
352,hingevahe,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353,isetegevusring,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
354,muulane,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355,politseiandmed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,Patarei,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
357,LP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
358,jalgpallimuru,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
359,kontserdipilet,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360,eskalaator,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
361,Denver,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
362,munakivi,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
363,Jäääära,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
364,mustmägi,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
365,Inturisti,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366,3Dmark01SE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
367,solidool,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368,märgmõõtur,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
369,töölaud,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
370,maailmasõda,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371,hoiatus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372,likvidaator,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373,Zavodi,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
374,Vana-Kreeka,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
375,ravi,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,raudteejama,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
377,parteistaap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378,keskagentuur,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
379,maksuprobleem,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380,vahepia,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
381,Holmenkollen,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
382,Guildfort,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
383,viimasepea,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,karaokeõhtu,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
385,omavoliline,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386,Rate.ee,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
387,ainsamask,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,dennis,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
389,linnateater,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
390,koorijuhtimine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,NIX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
392,Bologna,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
393,Ero,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
394,vaevama,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
395,kontekst,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396,sõjaväeosa,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397,mäestik,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
398,sulatali,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
399,Tšehhi,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
400,turvamine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,õppekülastus,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
402,Kristin,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
403,kindlustatu,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,rokk-kontsert,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
405,taktimõõt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,elementaarkool,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
407,turnee,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
408,palgihunnik,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
409,suraka,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
410,vanus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411,eriõppus,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
412,Acapulco,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
413,dikteerimine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,valitus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,blizzconi,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
416,õppelaenupirukas,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
417,kontrollmäng,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418,uuenemine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Siiri,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
420,taksofirma,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
421,kriisipiirkond,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
422,staap,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Hiiumaa,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
424,jopestiil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,isakodu,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
426,kiiljaht,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,takt,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428,mäetipp,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
429,libedarada,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
430,veinipiirkond,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
431,Skopje,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
432,jaanik,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
433,juveelipood,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
434,baariretk,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
435,kõrgushüppepaik,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
436,pühapaik,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
437,päävitam,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
438,imavere,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
439,taasühinemiskõnelus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
440,ispelli-sõnastik,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,Rovajärv,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
442,süüdistus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
443,käekõrv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
444,lahingutegevus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
445,kuluaar,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
446,rkkk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
447,olümpiafinaal,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
448,või,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
449,tekstiiliettevõte,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
450,loss,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
451,Kivilinn,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
452,Montenegro,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
453,Laura,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
454,trahvioht,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,asendamine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
456,kuupind,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
457,xxx,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
458,kullo,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
459,oode,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
460,kombinesoon,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
461,lastehommik,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
462,nelipühikirik,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
463,Hiirelõks,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
464,rivaal,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,laristamine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,win,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
467,priisaun,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
468,kontserdireis,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,haigla,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
470,pronksikoht,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,pöördtool,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
472,Macau,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
473,tagavedru,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
474,radiaator,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
475,välisväljak,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
476,korraldamine,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,omanikfirma,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
478,Herakleitos,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
479,Harri,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
480,Gilde,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
481,büst,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
482,padi,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
483,pensioniskeem,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484,kuuldemäng,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,paadipära,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
486,relvastusinspektor,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,Põhja-Aafrika,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
488,kallaletung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489,aolinn,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
490,juunis-juuli,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
491,laskmistrenn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
492,graafik,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
493,sõidurada,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
494,ooteruum,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
495,autonäitus,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
496,ovaalsaal,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
497,softivahetus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
498,Elbrus,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
499,dj,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
500,energiasüsteem,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
